HourDK,GrossConsumptionMWh,t2m,step_days,Is_Holiday,Day_Monday,Day_Tuesday,Day_Wednesday,Day_Thursday,Day_Friday,Day_Saturday,Day_Sunday,Month_January,Month_February,Month_March,Month_April,Month_May,Month_June,Month_July,Month_August,Month_September,Month_October,Month_November,Month_December
2005-01-01,84760.194094,4.379644166666666,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-02,91208.524416,3.91290385,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-03,112086.718383,4.320020825,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-04,114699.218872,6.1464495999999995,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-05,113435.680422,5.212294825,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-06,113777.712648,5.199876025,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-07,111656.72985799999,5.792977725,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-08,93612.81738000001,5.969916975,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-09,89567.450198,5.4260087,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-10,110808.243772,5.447746475000001,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-11,110655.83728,4.703297975,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-12,112597.888428,4.330688950000001,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-13,113271.325682,3.979910725,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-14,108644.121705,3.6007876750000003,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-15,95294.156126,3.2228279,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-16,91538.76708599999,2.87342215,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-17,113569.53821099999,2.0882819,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-18,114295.042111,1.9444951,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-19,115874.242187,1.56076295,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-20,115858.710937,1.42389005,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-21,110733.118652,1.372622175,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-22,94647.717167,1.56907775,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-23,93336.69970699999,1.487105165,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-24,115781.457155,1.3313092850000001,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-25,119571.280882,1.384455775,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-26,119928.711184,1.7798159500000001,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-27,118420.298585,1.64432679,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-28,113914.494262,1.5539002750000002,27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-29,99100.259036,1.88317555,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-30,93213.206053,2.1941338,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005-01-31,111903.550417,1.6461462999999998,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005-02-01,113571.941409,1.354553375,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-02,115014.305542,1.3818256225,32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-03,115336.001584,1.5664034249999998,33,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-04,110770.507079,1.5007219250000001,34,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-05,94446.204833,1.46029425,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-06,92928.589113,1.4268961,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-07,114993.270387,1.705243185,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-08,118222.794555,2.051925625,38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-09,118628.460574,1.9753130749999999,39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-10,116764.342773,2.16103015,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-11,110127.108525,2.267186225,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-12,97827.998904,1.753216725,42,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-13,95244.40259,1.935604525,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-14,114884.957274,1.78884895,44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-15,117128.702761,1.8684744750000002,45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-16,118599.064332,2.519670125,46,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-17,117918.81933500001,2.2443532,47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-18,113435.936157,1.9924041,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-19,95125.238771,1.7186741175,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-20,92197.532349,1.8659772749999999,50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-21,112943.078128,1.732086125,51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-22,118641.909548,1.775363375,52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-23,122346.196532,1.8380846849999999,53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-24,119547.094365,1.566075015,54,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-25,113116.470826,1.4064258,55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-26,97871.66455,1.6473667925,56,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-27,96925.980467,2.14778745,57,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005-02-28,116416.98791699999,1.9933893,58,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005-03-01,117179.0907,2.1743131,59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-02,118800.64453,1.7351358,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-03,118879.257447,1.5410430625,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-04,115983.518919,1.3827568325000001,62,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-05,99025.016969,1.6013995125,63,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-06,95307.277833,2.3964305,64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-07,112278.214845,2.3711751999999997,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-08,111371.41491600001,2.205950725,66,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-09,112624.39904799999,2.2061972499999998,67,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-10,115723.578612,2.6983049,68,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-11,112575.065062,3.0675697,69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-12,98054.182374,3.337185925,70,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-13,94911.020996,3.5623996250000003,71,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-14,111173.490965,3.52022775,72,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-15,113943.209715,3.086034475,73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-16,113843.094729,2.60407485,74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-17,111825.386963,2.37102685,75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-18,108735.617917,2.727642275,76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-19,92185.56201,2.95084195,77,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-20,90523.920043,3.17975555,78,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-21,107056.672486,3.3611174000000004,79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-22,107021.975101,3.4619242999999997,80,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-23,105645.126099,3.677396525,81,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-24,86755.637937,3.7846827000000003,82,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-25,84730.380489,3.7926730500000003,83,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-26,74654.499036,3.667673475,84,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-27,80855.8046885,4.0987506499999995,85,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-28,83911.42749,3.89888485,86,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-29,104289.897342,4.1905864,87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-30,106444.498535,4.170071675,88,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-03-31,105632.471315,4.35438465,89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005-04-01,101267.789185,4.437541525,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-02,84827.127808,4.2186523750000005,91,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-03,80369.53894299999,4.268802225,92,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-04,98517.972777,4.49467455,93,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-05,101476.17688,4.5533947,94,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-06,103650.648193,4.775839625,95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-07,104688.042114,5.2800653749999995,96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-08,101088.569701,5.467212875,97,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-09,85378.225462,5.367218725,98,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-10,83176.30835200001,5.152197425000001,99,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-11,100324.36572100001,5.2519044,100,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-12,101476.966675,5.5109128,101,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-13,102633.963624,5.735039825,102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-14,103542.530883,5.757487449999999,103,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-15,97004.688114,6.18580765,104,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-16,79988.148441,6.454793325,105,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-17,76558.516846,6.54834325,106,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-18,97653.246095,6.809207600000001,107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-19,99698.452147,7.072649775,108,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-20,100064.71935700001,7.20659425,109,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-21,99891.083982,7.09139645,110,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-22,81756.655396,7.228433549999999,111,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-23,79940.84912299999,7.234715825,112,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-24,76901.324832,7.2091917500000005,113,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-25,97043.474364,7.4803489249999995,114,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-26,98861.102785,7.354903325,115,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-27,100881.675172,7.70806885,116,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-28,100337.689579,8.199381899999999,117,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-29,98029.63684,8.20996165,118,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-04-30,81603.715209,8.141464075,119,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005-05-01,76919.643433,8.117434750000001,120,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-02,98223.211669,8.2305091,121,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-03,97944.988161,8.54375335,122,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-04,99117.412718,8.92525525,123,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-05,80242.548217,9.0807734,124,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-06,85102.92114,9.086900875,125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-07,78900.665285,8.774880325,126,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-08,75939.590576,8.9477399,127,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-09,97467.954465,9.332408425,128,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-10,99037.540526,9.249532649999999,129,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-11,98768.487549,9.453128750000001,130,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-12,97509.678468,9.84775225,131,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-13,92905.958744,10.123962,132,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-14,77677.708614,10.3930065,133,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-15,71251.170105,10.590892499999999,134,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-16,76558.182801,10.848467249999999,135,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-17,95486.329105,10.8863165,136,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-18,97987.60059,10.79289275,137,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-19,97795.158568,10.944262,138,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-20,95607.848144,11.18864975,139,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-21,81261.75757,11.430380249999999,140,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-22,74938.676392,11.71452125,141,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-23,95448.542237,12.026450125,142,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-24,96423.329835,12.27585275,143,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-25,97822.082645,12.326741,144,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-26,97996.544066,12.7859725,145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-27,92578.261233,12.9300315,146,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-28,76972.583373,12.626377,147,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-29,73506.55328200001,12.770535875,148,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-30,94058.707821,12.828141,149,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-05-31,98330.001953,12.93637025,150,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-06-01,97422.289306,12.898461000000001,151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-02,100132.679808,13.247509749999999,152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-03,95460.287232,13.236069125,153,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-04,79819.180666,13.2769855,154,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-05,76084.526921,13.49322725,155,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-06,96681.394651,13.606544249999999,156,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-07,96069.48462,13.8350765,157,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-08,95050.06616,14.11625225,158,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-09,95514.533447,14.091994125,159,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-10,92125.592043,13.8408795,160,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-11,76411.407047,14.21894875,161,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-12,73897.426635,14.198349749999998,162,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-13,95876.009826,14.2557335,163,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-14,95618.176031,14.111169375,164,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-15,94458.252563,14.00259325,165,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-16,95698.530765,13.99107375,166,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-17,92805.122191,14.02346575,167,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-18,75197.66742,14.25732075,168,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-19,73167.003969,14.499159125,169,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-20,93927.072572,14.6891245,170,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-21,97397.02050700001,14.822200625,171,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-22,96463.658081,14.883387625,172,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-23,95710.24536,14.768974499999999,173,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-24,92688.208255,14.70748925,174,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-25,77430.36426,15.009797499999998,175,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-26,73118.79529,15.17740925,176,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-27,94099.670286,15.02662125,177,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-28,95698.267825,15.057898875,178,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-29,95900.434567,15.0969075,179,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-06-30,96013.341188,15.14045875,180,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005-07-01,91962.54040499999,15.99938775,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-02,77263.516415,16.557381,182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-03,74893.80713100001,17.0207755,183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-04,94552.258482,19.0826655,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-05,96763.219118,15.544762875,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-06,95246.598387,15.4711505,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-07,94195.852295,15.5258185,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-08,89565.232787,15.6127675,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-09,75393.56133899999,16.12616125,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-10,71890.117656,16.5232335,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-11,89569.36743,16.62836625,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-12,91021.328981,16.538888125,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-13,90882.755004,16.02875875,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-14,89723.612306,15.96699075,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-15,86378.810853,16.168077750000002,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-16,70804.935853,16.54666075,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-17,67968.409423,16.435123,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-18,80952.247071,16.298382375,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-19,83374.807193,16.23028475,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-20,81684.225705,16.305739,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-21,82097.74877800001,16.36978075,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-22,79257.477906,16.48184625,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-23,69996.666627,16.853123,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-24,67402.044921,16.7435245,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-25,81165.034242,16.614151,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-26,81586.950561,16.4544785,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-27,81802.442933,16.493266000000002,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-28,83296.43384,16.4944525,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-29,83063.289672,16.8135475,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-30,74096.756225,17.24409825,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005-07-31,70177.170655,17.20639575,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2005-08-01,87859.439942,16.9439555,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-02,89494.531554,16.7174895,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-03,90860.692505,16.695756,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-04,90838.84069499999,16.513953,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-05,89084.833801,16.629442750000003,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-06,73739.84778,16.596058499999998,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-07,72164.093627,16.36895675,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-08,92354.790405,16.2162985,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-09,94149.3313,16.2151705,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-10,96380.322386,16.48082025,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-11,97593.32055799999,16.538112125,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-08-12,93261.383547,16.3407895,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
